#  DisGeNET, a discovery platform for human diseases and their genes - http://disgenet.org/
#   Copyright 2010-2016 
#  
# Use is subject to the terms at http://www.disgenet.org/ds/DisGeNET/html/legal.html
# These terms include:
# 
#   1. The DisGeNET database and Knowledge discovery platform are provided to advance 
#       the knowledge about human diseases and their associated genes, 
#       and are intended to be used only for research and education. 
#
#   2. All forms of publication (e.g., web sites, research papers, databases,
#       software applications, etc.) that use or rely on DisGeNET data must cite DisGeNET.
#       Citation guidelines: http://www.disgenet.org/ds/DisGeNET/html/citation.html
# 
# 
# More information at: http://www.disgenet.org/web/DisGeNET/menu/downloads
# 
# This file corresponds to DisGeNET v4.0 (created on Jun 27 2016)
#
# If you have any further questions, please email us at support@disgenet.org 
diseaseId	diseaseName	meshId	meshName
umls:C1852145	Familial dermographism	C536612	Familial dermographism
umls:C1852146	DERMODISTORTIVE URTICARIA	C536612	Familial dermographism
umls:C1852150	Fingerprints, Absence of	C565010	Fingerprints, Absence of
umls:C1852197	MAJOR AFFECTIVE DISORDER 1	C565111	Major Affective Disorder 1
umls:C1852222	Failure of Tooth Eruption, Primary	C565114	Failure of Tooth Eruption, Primary
umls:C1852267	OPTIC ATROPHY 1 AND DEAFNESS	C537124	Optic atrophy 1 and deafness
umls:C1852271	Auditory neuropathy	C538268	Auditory neuropathy
umls:C1852282	DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)	C565121	Deafness, Autosomal Dominant 1
umls:C1852296	Darier Disease, Acral Hemorrhagic Type	C565125	Darier Disease, Acral Hemorrhagic Type
umls:C1852297	Darier Disease, Segmental	C565126	Darier Disease, Segmental
umls:C1852372	MITOCHONDRIAL COMPLEX III DEFICIENCY (disorder)	C565128	Mitochondrial Complex III Deficiency
umls:C1852373	Mitochondrial encephalopathy	C538525	Mitochondrial encephalopathy
umls:C1852406	Cutis Gyrata Syndrome of Beare And Stevenson	C565129	Cutis Gyrata Syndrome of Beare And Stevenson
umls:C1852429	Cataract, Variable Zonular Pulverulent	C565132	Cataract, Variable Zonular Pulverulent
umls:C1852438	CATARACT, COPPOCK-LIKE	C565133	Cataract, Coppock-Like
umls:C1852467	Creutzfeldt-Jakob Disease, Sporadic	C565143	Creutzfeldt-Jakob Disease, Sporadic
umls:C1852502	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT	C565145	Craniometaphyseal Dysplasia, Autosomal Dominant
umls:C1852510	Craniofacial deafness hand syndrome	C536453	Craniofacial deafness hand syndrome
umls:C1852521	Spondylocostal Dysostosis 4, Autosomal Dominant	C565149	Spondylocostal Dysostosis 4, Autosomal Dominant
umls:C1852529	Corticosteroid-Binding Globulin Deficiency	C565152	Corticosteroid-Binding Globulin Deficiency
umls:C1852551	Epithelial Recurrent Erosion Dystrophy	C565155	Epithelial Recurrent Erosion Dystrophy
umls:C1852557	CORNEA PLANA 1	C565158	Cornea Plana 1
umls:C1852581	EPILEPSY, BENIGN NEONATAL, 2	C535466	Convulsions benign familial neonatal dominant form
umls:C1852587	EPILEPSY, BENIGN NEONATAL, 1	C565164	Epilepsy, Benign Neonatal, 1
umls:C1852700	Complement Component 4, Partial Deficiency Of	C565168	Complement Component 4, Partial Deficiency Of
umls:C1852718	Branchiootic Syndrome 2	C565171	Branchiootic Syndrome 2
umls:C1852750	Coloboma, Uveal, with Cleft Lip and Palate and Mental Retardation	C565173	Coloboma, Uveal, with Cleft Lip and Palate and Mental Retardation
umls:C1852759	Papillorenal syndrome	C537168	Papillorenal syndrome
umls:C1852767	Hereditary macular coloboma	C535968	Hereditary macular coloboma
umls:C1852795	CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2	C565176	Corneal Dystrophy, Posterior Polymorphous, 2
umls:C1852924	OI/EDS Combined Syndrome	C565178	OI/EDS Combined Syndrome
umls:C1852989	Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia	C565179	Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia
umls:C1853099	Cornelia de Lange Syndrome 3	D003635	De Lange Syndrome
umls:C1853100	CEREBROOCULOFACIOSKELETAL SYNDROME 4	C565184	Cerebrooculofacioskeletal Syndrome 4
umls:C1853102	Cerebrooculofacioskeletal Syndrome 2	C565185	Cerebrooculofacioskeletal Syndrome 2
umls:C1853116	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 (disorder)	C565188	Spinocerebellar Ataxia, Autosomal Recessive 8
umls:C1853118	Severe congenital neutropenia	C537592	Neutropenia, Severe Congenital, Autosomal Recessive 3
umls:C1853120	Noonan Syndrome 4	C548082	Noonan Syndrome 4
umls:C1853124	NEPHROTIC SYNDROME, TYPE 3	C535761	Nephrosis, congenital
umls:C1853136	Neutral Lipid Storage Disease with Myopathy	C565192	Neutral Lipid Storage Disease with Myopathy
umls:C1853137	BRACHYDACTYLY-SYNDACTYLY SYNDROME	C565193	Brachydactyly-Syndactyly Syndrome
umls:C1853139	OPTIC ATROPHY 5 (disorder)	C537126	Optic atrophy 5
umls:C1853144	Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia	C565195	Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia
umls:C1853147	MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)	C565196	Macular Degeneration, Age-Related, 4
umls:C1853153	JOUBERT SYNDROME 6	C537689	Joubert syndrome 6
umls:C1853154	Nemaline Myopathy 7	C565198	Nemaline Myopathy 7
umls:C1853156	Split-Hand/Foot Malformation With Long Bone Deficiency 2	C565199	Split-Hand/Foot Malformation With Long Bone Deficiency 2
umls:C1853162	Osteogenesis Imperfecta Type VII	C565200	Osteogenesis Imperfecta Type VII
umls:C1853195	Prostate Cancer, Hereditary, 7	C565201	Prostate Cancer, Hereditary, 7
umls:C1853196	MYOPIA 14 (disorder)	C565202	Myopia 14
umls:C1853198	COLD-INDUCED SWEATING SYNDROME 2	C564791	Cold-Induced Sweating Syndrome 1
umls:C1853205	Glycosylphosphatidylinositol deficiency	C537277	Glycosylphosphatidylinositol deficiency
umls:C1853214	RETINITIS PIGMENTOSA 35	C565206	Retinitis Pigmentosa 35
umls:C1853223	Deafness, Autosomal Recessive 67	C565207	Deafness, Autosomal Recessive 67
umls:C1853228	Pyloric Stenosis, Infantile Hypertrophic, 2	C565208	Pyloric Stenosis, Infantile Hypertrophic, 2
umls:C1853230	Aphakia, congenital primary	C537786	Aphakia, congenital primary
umls:C1853235	Sclerocornea	C565209	Sclerocornea
umls:C1853247	SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT	C565210	Spastic Paraplegia 31, Autosomal Dominant
umls:C1853248	DEAFNESS, AUTOSOMAL RECESSIVE 65	C565211	Deafness, Autosomal Recessive 65
umls:C1853249	SPINOCEREBELLAR ATAXIA 28	C537205	Spinocerebellar ataxia 28
umls:C1853250	SPINOCEREBELLAR ATAXIA 23	C537201	Spinocerebellar ataxia 23
umls:C1853251	Spastic Paraplegia 33, Autosomal Dominant	C565214	Spastic Paraplegia 33, Autosomal Dominant
umls:C1853255	Synpolydactyly 3	C565216	Synpolydactyly 3
umls:C1853256	Hyperostosis-hyperphosphatemia syndrome	C538381	Hyperostosis-hyperphosphatemia syndrome
umls:C1853258	Seborrhea-Like Dermatitis with Psoriasiform Elements	C565217	Seborrhea-Like Dermatitis with Psoriasiform Elements
umls:C1853271	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	C562793	Hypophosphatemic Rickets with Hypercalciuria, Hereditary
umls:C1853276	Deafness, Autosomal Recessive 28	C565218	Deafness, Autosomal Recessive 28
umls:C1853278	Bleeding Disorder Due To P2RY12 Defect	C565220	Bleeding Disorder Due To P2RY12 Defect
umls:C1853286	Erythrocytosis, Familial, 3	C565221	Erythrocytosis, Familial, 3
umls:C1853294	Zygodactyly 1	C565223	Zygodactyly 1
umls:C1853296	SPONDYLOCOSTAL DYSOSTOSIS, AUTOSOMAL RECESSIVE 3	C535781	Spondylocostal dysostosis, autosomal recessive
umls:C1853297	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION	C565225	Maturity-Onset Diabetes of the Young, Type 8, with Exocrine Dysfunction
umls:C1853345	Generalized Epilepsy With Febrile Seizures Plus, Type 4	C565227	Generalized Epilepsy With Febrile Seizures Plus, Type 4
umls:C1853354	Peeling skin syndrome, acral type	C536316	Peeling skin syndrome, acral type
umls:C1853360	Alzheimer Disease 11	C565228	Alzheimer Disease 11
umls:C1853364	Aortic Aneurysm, Familial Abdominal 2	C565229	Aortic Aneurysm, Familial Abdominal 2
umls:C1853365	AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1	C565230	Aortic Aneurysm, Familial Abdominal 1
umls:C1853371	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)	C565231	MODY, Type 6
umls:C1853392	Interleukin 2 Receptor, Alpha, Deficiency of	C565232	Interleukin 2 Receptor, Alpha, Deficiency of
umls:C1853396	Primary lateral sclerosis juvenile	C536416	Primary lateral sclerosis juvenile
umls:C1853438	INFLAMMATORY BOWEL DISEASE 5	C565234	Inflammatory Bowel Disease 5
umls:C1853444	Heterotaxy, Visceral, 3, Autosomal	C565237	Heterotaxy, Visceral, 3, Autosomal
umls:C1853445	PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET	C565238	Parkinson Disease 7, Autosomal Recessive Early-Onset
umls:C1853451	DEAFNESS, AUTOSOMAL DOMINANT 24 (disorder)	C565239	Deafness, Autosomal Dominant 24
umls:C1853473	PAGET DISEASE OF BONE 4	C565240	Paget Disease Of Bone 4
umls:C1853488	Thyroid Carcinoma, Nonmedullary 1	C565247	Thyroid Carcinoma, Nonmedullary 1
umls:C1853490	22q13.3 Deletion Syndrome	C536801	Telomeric 22q13 Monosomy Syndrome
umls:C1853509	Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome	C565249	Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome
umls:C1853554	Radiation induced meningioma	C536266	Radiation induced meningioma
umls:C1853555	Alzheimer Disease 7	C565251	Alzheimer Disease 7
umls:C1853564	Developmental Delay, Epilepsy, and Neonatal Diabetes	C565253	Developmental Delay, Epilepsy, and Neonatal Diabetes
umls:C1853566	Genitopatellar Syndrome	C565255	Genitopatellar Syndrome
umls:C1853576	Diamond-Blackfan Anemia With Microtia And Cleft Palate	C565256	Diamond-Blackfan Anemia With Microtia And Cleft Palate
umls:C1853578	Neuroferritinopathy	C548080	Neuroferritinopathy
umls:C1853623	Fryns-Aftimos Syndrome	C565258	Fryns-Aftimos Syndrome
umls:C1853666	Anemia, Diamond-Blackfan, 2	C536130	Anemia, Diamond-Blackfan, 2
umls:C1853686	Goiter, Multinodular 3	C565260	Goiter, Multinodular 3
umls:C1853710	HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)	C565261	Hereditary Motor And Sensory Neuropathy, Type IIC
umls:C1853723	MYOPATHY, DISTAL 2	C565262	Myopathy, Distal 2
umls:C1853733	HEMOCHROMATOSIS, TYPE 4	C537249	Hemochromatosis, type 4
umls:C1853736	Congenital Disorder Of Glycosylation, Type IIB	C565264	Congenital Disorder Of Glycosylation, Type IIB
umls:C1853757	Acromegaloid features, overgrowth, cleft palate, and hernia	C535656	Acromegaloid features, overgrowth, cleft palate, and hernia
umls:C1853760	DEAFNESS, AUTOSOMAL DOMINANT 18 (disorder)	C565267	Deafness, Autosomal Dominant 18
umls:C1853761	SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 1	C537308	Spinocerebellar ataxia, autosomal recessive 1
umls:C1853800	Familial Wilms tumor 2	C536853	Familial Wilms tumor 2
umls:C1853812	Acropectoral syndrome	C535664	Acropectoral syndrome
umls:C1853829	Arthropathy, Erosive	C565273	Arthropathy, Erosive
umls:C1853830	Holoprosencephaly 6	C565274	Holoprosencephaly 6
umls:C1853831	Bleeding Disorder, East Texas Type	C565275	Bleeding Disorder, East Texas Type
umls:C1853833	Parkinson Disease 6, Autosomal Recessive Early-Onset	C565276	Parkinson Disease 6, Autosomal Recessive Early-Onset
umls:C1853892	Dimethylglycine Dehydrogenase Deficiency	C565278	Dimethylglycine Dehydrogenase Deficiency
umls:C1853899	Dermatitis, Atopic, 6	C565279	Dermatitis, Atopic, 6
umls:C1853900	Dermatitis, Atopic, 5	C565280	Dermatitis, Atopic, 5
umls:C1853925	Spondyloocular Syndrome, Autosomal Recessive	C565285	Spondyloocular Syndrome, Autosomal Recessive
umls:C1853926	NONAKA MYOPATHY	C536816	Distal myopathy, Nonaka type
umls:C1853941	DEAFNESS, AUTOSOMAL RECESSIVE 27	C565287	Deafness, Autosomal Recessive 27
umls:C1853942	CITRULLINEMIA, TYPE II, NEONATAL-ONSET	C536398	Neonatal-onset citrullinemia type 2
umls:C1853949	MYASTHENIA, FAMILIAL INFANTILE, 1	C565289	Myasthenia, Familial Infantile, 1
umls:C1853959	Birdshot chorioretinopathy	C537630	Birdshot chorioretinopathy
umls:C1853963	DERMATITIS, ATOPIC, 4	C565291	Dermatitis, Atopic, 4
umls:C1853964	Dermatitis, Atopic, 3	C565292	Dermatitis, Atopic, 3
umls:C1853965	Dermatitis, Atopic, 2	C565293	Dermatitis, Atopic, 2
umls:C1853984	Nail dysplasia, isolated congenital	C538333	Nail dysplasia, isolated congenital
umls:C1853995	SEIZURES, BENIGN FAMILIAL INFANTILE, 2	C565296	Convulsions, Benign Familial Infantile, 2
umls:C1854002	EXUDATIVE VITREORETINOPATHY 3	C565297	Exudative Vitreoretinopathy 3
umls:C1854003	CATARACT, AUTOSOMAL RECESSIVE, EARLY-ONSET, PULVERULENT	C565298	Cataract, Autosomal Recessive, Early-Onset, Pulverulent
umls:C1854013	Anisomastia	C565299	Anisomastia
umls:C1854018	Microphthalmia, Isolated, with Coloboma 2	C565300	Microphthalmia, Isolated, with Coloboma 2
umls:C1854021	Cataract, Central Saccular, With Sutural Opacities	C565301	Cataract, Central Saccular, With Sutural Opacities
umls:C1854022	OTOSCLEROSIS 2	C565302	Otosclerosis 2
umls:C1854023	Spinal muscular atrophy, Jerash type	C535715	Spinal muscular atrophy, Jerash type
umls:C1854058	SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE	C566673	Spinal Muscular Atrophy, Late-Onset, Finkel Type
umls:C1854063	Cardiomyopathy dilated with Woolly hair and keratoderma	C535581	Cardiomyopathy dilated with Woolly hair and keratoderma
umls:C1854065	LATE-ONSET RETINAL DEGENERATION (disorder)	C565309	Late-Onset Retinal Degeneration
umls:C1854104	Thyroid Carcinoma, Papillary, With Papillary Renal Neoplasia	C565310	Thyroid Carcinoma, Papillary, With Papillary Renal Neoplasia
umls:C1854106	INCLUSION BODY MYOPATHY 3, AUTOSOMAL DOMINANT	C565311	Inclusion Body Myopathy 3, Autosomal Dominant
umls:C1854107	Hyperaldosteronism, Familial, Type II	C565312	Hyperaldosteronism, Familial, Type II
umls:C1854125	DIABETES MELLITUS, INSULIN-DEPENDENT, 18	C565315	Diabetes Mellitus, Insulin-Dependent, 18
umls:C1854146	Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1	C565316	Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1
umls:C1854150	Charcot-Marie-Tooth disease, Type 2B2	C537991	Charcot-Marie-Tooth disease, Type 2B2
umls:C1854154	Charcot-Marie-Tooth disease, Type 2B1	C537990	Charcot-Marie-Tooth disease, Type 2B1
umls:C1854158	DEAFNESS, AUTOSOMAL DOMINANT 25 (disorder)	C565319	Deafness, Autosomal Dominant 25
umls:C1854159	CARDIOMYOPATHY, DILATED, 1K (disorder)	C565320	Cardiomyopathy, Dilated, 1K
umls:C1854180	CONE-ROD DYSTROPHY 8 (disorder)	C565322	Cone-Rod Dystrophy 8
umls:C1854181	FIBROMATOSIS, GINGIVAL, 2	C565323	Fibromatosis, Gingival, 2
umls:C1854182	PARKINSON DISEASE 4, AUTOSOMAL DOMINANT LEWY BODY (disorder)	C565324	Parkinson Disease 4, Autosomal Dominant Lewy Body
umls:C1854187	ALZHEIMER DISEASE 6, LATE-ONSET	C565325	Alzheimer Disease 6
umls:C1854244	Radiation Sensitivity Chromosome Instability Syndrome, Autosomal Dominant	C565326	Radiation Sensitivity Chromosome Instability Syndrome, Autosomal Dominant
umls:C1854245	Basal cell carcinoma, multiple	C537656	Basal cell carcinoma, multiple
umls:C1854260	LEBER CONGENITAL AMAUROSIS 6 (disorder)	C565327	Leber Congenital Amaurosis 6
umls:C1854273	Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia	C565328	Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia
umls:C1854275	DEAFNESS, AUTOSOMAL RECESSIVE 26	C565329	Deafness, Autosomal Recessive 26
umls:C1854310	Hypotrichosis simplex	C537160	Hypotrichosis simplex
umls:C1854311	Cataract, posterior polar, 3	C535343	Cataract, posterior polar, 3
umls:C1854335	Epilepsy, Nocturnal Frontal Lobe, Type 3	C565334	Epilepsy, Nocturnal Frontal Lobe, Type 3
umls:C1854336	PARAGANGLIOMAS 3	C565335	Paragangliomas 3
umls:C1854365	BREAST CANCER 3	C565336	Breast Cancer 3
umls:C1854368	Cardiomyopathy, Dilated, 1J	C565337	Cardiomyopathy, Dilated, 1J
umls:C1854369	Spinocerebellar ataxia 14	C537196	Spinocerebellar ataxia 14
umls:C1854380	NEMALINE MYOPATHY 5	C538397	Nemaline myopathy 5
umls:C1854414	Deafness, Autosomal Recessive 10	C565341	Deafness, Autosomal Recessive 10
umls:C1854416	MACROCEPHALY/AUTISM SYNDROME	C565342	Macrocephaly Autism Syndrome
umls:C1854430	OPTIC ATROPHY 4 (disorder)	C565343	Optic Atrophy 4
umls:C1854442	SPLIT-HAND/FOOT MALFORMATION 4	C565344	Split-Hand/Foot Malformation 4
umls:C1854449	Neuropathy, hereditary motor and sensory, Russe type	C535813	Neuropathy, hereditary motor and sensory, Russe type
umls:C1854465	TUBEROUS SCLEROSIS 1 (disorder)	C565346	Tuberous Sclerosis 1
umls:C1854466	Temtamy preaxial brachydactyly syndrome	C536958	Temtamy preaxial brachydactyly syndrome
umls:C1854467	Spastic paraplegia 13, autosomal dominant	C537485	Spastic paraplegia 13, autosomal dominant
umls:C1854469	Noonan Syndrome 2	C548081	Noonan Syndrome 2
umls:C1854488	Spinocerebellar ataxia 13	C537195	Spinocerebellar ataxia 13
umls:C1854520	SEBASTIAN SYNDROME	C535507	MYH9-Related Disorders
umls:C1854568	SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE (disorder)	C537486	Spastic paraplegia 14, autosomal recessive
umls:C1854573	INFLAMMATORY BOWEL DISEASE 7	C565353	Inflammatory Bowel Disease 7
umls:C1854594	DEAFNESS, AUTOSOMAL DOMINANT 23	C565357	Deafness, Autosomal Dominant 23
umls:C1854630	Growth Deficiency and Mental Retardation with Facial Dysmorphism	C565358	Growth Deficiency and Mental Retardation with Facial Dysmorphism
umls:C1854631	Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy	C565359	Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy
umls:C1854664	LETHAL CONGENITAL CONTRACTURE SYNDROME 1	C537194	Lethal congenital contracture syndrome 1
umls:C1854678	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE	C537377	Multiple pterygium syndrome
umls:C1854896	Mucolipidosis III Gamma	C565367	Mucolipidosis III Gamma
umls:C1854978	Monosomy 7 of Bone Marrow	C565370	Monosomy 7 of Bone Marrow
umls:C1854988	Molybdenum Cofactor Deficiency, Complementation Group A	C565372	Molybdenum Cofactor Deficiency, Complementation Group A
umls:C1854989	Molybdenum Cofactor Deficiency, Complementation Group B	C565373	Molybdenum Cofactor Deficiency, Complementation Group B
umls:C1854990	Molybdenum Cofactor Deficiency, Complementation Group C	C565374	Molybdenum Cofactor Deficiency, Complementation Group C
umls:C1855008	Mitochondrial Complex II Deficiency	C565375	Mitochondrial Complex II Deficiency
umls:C1855033	Mitochondrial myopathy with lactic acidosis	C537476	Mitochondrial myopathy with lactic acidosis
umls:C1855052	MICROPHTHALMIA, ISOLATED 1	C565377	Microphthalmia, Isolated 1
umls:C1855081	MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1	C565384	Microcephaly, Primary Autosomal Recessive, 1
umls:C1855100	Methylmalonyl-CoA Epimerase Deficiency	C565386	Methylmalonyl-CoA Epimerase Deficiency
umls:C1855102	Methylmalonic aciduria cblB type	C537361	Methylmalonic aciduria cblB type
umls:C1855109	Methylmalonic aciduria cblA type	C537360	Methylmalonic aciduria cblA type
umls:C1855114	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency	C565390	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
umls:C1855115	Methylmalonic Aciduria, mut(0) Type	C565390	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
umls:C1855116	Methylmalonic Aciduria, mut(-) Type	C565390	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
umls:C1855126	3-Methylglutaconic Aciduria Type IV	C565393	3-Methylglutaconic Aciduria Type IV
umls:C1855128	Methylcobalamin Deficiency, CblG Type	C565394	Methylcobalamin Deficiency, CblG Type
umls:C1855179	CATARACT, ANTERIOR POLAR	C538282	Cataract anterior polar dominant
umls:C1855229	Spondylometaphyseal dysplasia, Sedaghatian type	C535798	Spondylometaphyseal dysplasia, Sedaghatian type
umls:C1855243	Metaphyseal acroscyphodysplasia	C537350	Metaphyseal acroscyphodysplasia
umls:C1855255	Pseudoarylsulfatase A Deficiency	C565403	Pseudoarylsulfatase A Deficiency
umls:C1855304	MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1	C565406	Mental Retardation, Autosomal Recessive 1
umls:C1855305	Ter Haar syndrome	C537274	Ter Haar syndrome
umls:C1855310	Megaepiphyseal dwarfism	C536140	Megaepiphyseal dwarfism
umls:C1855346	MAST SYNDROME	C565409	MAST Syndrome
umls:C1855369	Maple Syrup Urine Disease, Type IA	C535710	Maple syrup urine disease, type 1A
umls:C1855371	MAPLE SYRUP URINE DISEASE, TYPE II	C535712	Maple syrup urine disease, type 2
umls:C1855425	Marles Greenberg Persaud syndrome	C536022	Marles Greenberg Persaud syndrome
umls:C1855433	Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive	C535707	Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive
umls:C1855465	STARGARDT DISEASE 1 (disorder)	C535804	Stargardt disease 1
umls:C1855466	Hypomagnesemia 5, Renal, with Ocular Involvement	C565423	Hypomagnesemia 5, Renal, with Ocular Involvement
umls:C1855472	Acute lymphoblastic leukemia with lymphomatous features	C565429	Lymphoblastic Leukemia, Acute, with Lymphomatous Features
umls:C1855498	Lipase deficiency combined	C535904	Lipase deficiency combined
umls:C1855520	Hyperglycemia, Postprandial	D006943	Hyperglycemia
umls:C1855548	Laron syndrome type 2	C537871	Laron syndrome type 2
umls:C1855553	Pyruvate Dehydrogenase E3-Binding Protein Deficiency	C565447	Pyruvate Dehydrogenase E3-Binding Protein Deficiency
umls:C1855565	Pyruvate Dehydrogenase E2 Deficiency	C565448	Pyruvate Dehydrogenase E2 Deficiency
umls:C1855577	Erythrocyte Lactate Transporter Defect	C565449	Erythrocyte Lactate Transporter Defect
umls:C1855607	Keutel syndrome	C536167	Keutel syndrome
umls:C1855627	HAIM-MUNK SYNDROME	C537627	Keratosis palmoplantaris with periodontopathia and onychogryposis
umls:C1855648	KENNY-CAFFEY SYNDROME, TYPE 1	C537021	Kenny-Caffey syndrome, Type 1
umls:C1855663	Kaufman oculocerebrofacial syndrome	C537013	Kaufman oculocerebrofacial syndrome
umls:C1855681	Nephronophthisis, familial juvenile	C537699	Nephronophthisis, familial juvenile
umls:C1855722	Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation	C565462	Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation
umls:C1855733	Neuronal intestinal pseudoobstruction	C537394	Neuronal intestinal pseudoobstruction
umls:C1855739	Indifference to Pain, Congenital, Autosomal Recessive	C565467	Indifference to Pain, Congenital, Autosomal Recessive
umls:C1855771	Immune Deficiency Disease	C565469	Immune Deficiency Disease
umls:C1855772	Absent corpus callosum cataract immunodeficiency	C535566	Absent corpus callosum cataract immunodeficiency
umls:C1855789	Self-Healing Collodion Baby	C565473	Self-Healing Collodion Baby
umls:C1855792	ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1	C538603	Ichthyosiform erythroderma, Brocq congenital, nonbullous form
umls:C1855794	Bamforth syndrome	C537901	Bamforth syndrome
umls:C1855796	Hypoproteinemia, Hypercatabolic	C565476	Hypoproteinemia, Hypercatabolic
umls:C1855840	HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME	C537157	Hypoparathyroidism-retardation-dysmorphism syndrome
umls:C1855849	Bartter syndrome, antenatal , type 2	C537651	Bartter syndrome, antenatal , type 2
umls:C1855861	Glycogen Storage Disease 0, Liver	C565485	Glycogen Storage Disease 0, Liver
umls:C1855869	Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant	C538275	Autoimmune polyendocrinopathy syndrome, type 1
umls:C1855900	HYPERTRICHOSIS, CONGENITAL GENERALIZED	C538388	Hypertrichosis congenital generalized X-linked
umls:C1855923	Hyperphosphatasia with Mental Retardation	C565495	Hyperphosphatasia with Mental Retardation
umls:C1855986	Hydroxylysinuria	C565502	Hydroxylysinuria
umls:C1855995	L-2-HYDROXYGLUTARIC ACIDURIA	C535306	2-Hydroxyglutaricaciduria
umls:C1856016	HYDROLETHALUS SYNDROME 1	C565504	Hydrolethalus Syndrome 1
umls:C1856057	Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type	C565510	Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type
umls:C1856059	Mthfr Deficiency, Thermolabile Type	C565512	Mthfr Deficiency, Thermolabile Type
umls:C1856061	Methylenetetrahydrofolate reductase deficiency	C537357	Methylenetetrahydrofolate reductase deficiency
umls:C1856113	Mowat-Wilson syndrome	C536990	Mowat-Wilson syndrome
umls:C1856127	Bile acid synthesis defect, congenital, 2	C535443	Bile acid synthesis defect, congenital, 2
umls:C1856128	Hepatic venoocclusive disease with immunodeficiency	C537257	Hepatic venoocclusive disease with immunodeficiency
umls:C1856184	HEMIHYPERPLASIA, ISOLATED	C565524	Hemihyperplasia, Isolated
umls:C1856186	Deafness enamel hypoplasia nail defects	C535994	Deafness enamel hypoplasia nail defects
umls:C1856245	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II	C565531	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II
umls:C1856251	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I	C565532	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I
umls:C1856255	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative	C565533	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative
umls:C1856273	46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related	C565537	46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related
umls:C1856301	GSD IV, Classic Hepatic	C565539	GSD IV, Classic Hepatic
umls:C1856304	GSD IV, Neuromuscular Form, Congenital	C565542	GSD IV, Neuromuscular Form, Congenital
umls:C1856305	GSD IV, Neuromuscular Form, Childhood	C565543	GSD IV, Neuromuscular Form, Childhood
